UCT Agent      3084MiB     3085MiB     13.4%   3.707504s
TT-UCT Agent   683MiB      685MiB      13.5%   1s      
UCT Agent      1132MiB     1132MiB     13.5%   1.602986s
TT-UCT Agent   105MiB      107MiB      13.5%   0s      
UCT Agent      51MiB       51MiB       13.5%   0.157639s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.050903s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3070MiB     3071MiB     13.5%   4.665173s
TT-UCT Agent   1514MiB     1517MiB     13.5%   3s      
UCT Agent      2205MiB     2206MiB     13.5%   2.940156s
TT-UCT Agent   159MiB      162MiB      13.5%   0s      
UCT Agent      206MiB      206MiB      13.5%   0.27858s
TT-UCT Agent   36MiB       36MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.048518s
TT-UCT Agent   1799MiB     1801MiB     13.5%   4s      
UCT Agent      2677MiB     2678MiB     13.5%   4.041352s
TT-UCT Agent   620MiB      623MiB      13.5%   1s      
UCT Agent      738MiB      738MiB      13.5%   0.771079s
TT-UCT Agent   92MiB       93MiB       13.5%   0s      
UCT Agent      53MiB       53MiB       13.5%   0.100977s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.043282s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3060MiB     3062MiB     13.5%   4.480653s
TT-UCT Agent   1578MiB     1581MiB     13.5%   3s      
UCT Agent      2206MiB     2207MiB     13.5%   2.977948s
TT-UCT Agent   191MiB      194MiB      13.5%   0s      
UCT Agent      199MiB      199MiB      13.5%   0.275554s
TT-UCT Agent   36MiB       36MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.05065s
TT-UCT Agent   4MiB        4MiB        13.5%   0s      
TT-UCT Agent   1779MiB     1781MiB     13.5%   4s      
UCT Agent      2679MiB     2680MiB     13.5%   4.149112s
TT-UCT Agent   637MiB      640MiB      13.5%   1s      
UCT Agent      577MiB      577MiB      13.5%   0.566222s
TT-UCT Agent   94MiB       95MiB       13.5%   0s      
UCT Agent      44MiB       44MiB       13.5%   0.095562s
UCT Agent      3074MiB     3075MiB     13.5%   4.428296s
TT-UCT Agent   1581MiB     1584MiB     13.5%   3s      
UCT Agent      2206MiB     2206MiB     13.5%   2.733021s
TT-UCT Agent   186MiB      187MiB      13.5%   0s      
UCT Agent      191MiB      191MiB      13.5%   0.246863s
TT-UCT Agent   36MiB       37MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.049875s
TT-UCT Agent   4MiB        4MiB        13.5%   0s      
TT-UCT Agent   1774MiB     1776MiB     13.5%   4s      
UCT Agent      2677MiB     2678MiB     13.5%   4.060902s
TT-UCT Agent   585MiB      587MiB      13.5%   1s      
UCT Agent      707MiB      707MiB      13.5%   0.661869s
TT-UCT Agent   87MiB       88MiB       13.5%   0s      
UCT Agent      52MiB       52MiB       13.5%   0.085452s
TT-UCT Agent   8MiB        8MiB        13.5%   0s      
UCT Agent      3066MiB     3067MiB     13.5%   4.665319s
TT-UCT Agent   1601MiB     1605MiB     13.5%   3s      
UCT Agent      2203MiB     2203MiB     13.5%   2.959604s
TT-UCT Agent   192MiB      195MiB      13.5%   0s      
UCT Agent      203MiB      204MiB      13.5%   0.281414s
TT-UCT Agent   30MiB       31MiB       13.5%   0s      
UCT Agent      12MiB       12MiB       13.5%   0.072762s
TT-UCT Agent   4MiB        4MiB        13.5%   0s      
UCT Agent      1MiB        1MiB        13.5%   0.034796s
TT-UCT Agent   1802MiB     1803MiB     13.5%   4s      
UCT Agent      2677MiB     2679MiB     13.5%   4.045688s
TT-UCT Agent   561MiB      564MiB      13.5%   1s      
UCT Agent      706MiB      707MiB      13.5%   0.668304s
TT-UCT Agent   89MiB       90MiB       13.5%   0s      
UCT Agent      52MiB       52MiB       13.5%   0.083803s
TT-UCT Agent   13MiB       13MiB       13.5%   0s      
UCT Agent      3067MiB     3068MiB     13.5%   4.510631s
TT-UCT Agent   1508MiB     1511MiB     13.5%   3s      
UCT Agent      2192MiB     2192MiB     13.5%   2.67623s
TT-UCT Agent   159MiB      160MiB      13.5%   0s      
UCT Agent      177MiB      177MiB      13.5%   0.235216s
TT-UCT Agent   31MiB       32MiB       13.5%   0s      
UCT Agent      12MiB       13MiB       13.5%   0.077526s
TT-UCT Agent   4MiB        4MiB        13.5%   0s      
UCT Agent      1MiB        1MiB        13.5%   0.020665s
TT-UCT Agent   1761MiB     1764MiB     13.5%   4s      
UCT Agent      2678MiB     2680MiB     13.5%   3.938179s
TT-UCT Agent   632MiB      635MiB      13.5%   1s      
UCT Agent      559MiB      559MiB      13.5%   0.545114s
TT-UCT Agent   89MiB       90MiB       13.5%   0s      
UCT Agent      52MiB       53MiB       13.5%   0.122733s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.052965s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3058MiB     3059MiB     13.5%   4.438107s
TT-UCT Agent   1422MiB     1425MiB     13.5%   3s      
UCT Agent      2206MiB     2206MiB     13.5%   2.984654s
TT-UCT Agent   161MiB      163MiB      13.5%   0s      
UCT Agent      204MiB      205MiB      13.5%   0.276845s
TT-UCT Agent   36MiB       37MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.049452s
TT-UCT Agent   3MiB        3MiB        13.5%   0s      
TT-UCT Agent   1761MiB     1763MiB     13.5%   4s      
UCT Agent      2675MiB     2676MiB     13.5%   3.77925s
TT-UCT Agent   517MiB      520MiB      13.5%   0s      
UCT Agent      656MiB      656MiB      13.5%   0.704024s
TT-UCT Agent   93MiB       94MiB       13.5%   0s      
UCT Agent      52MiB       52MiB       13.5%   0.103684s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.043653s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3059MiB     3060MiB     13.5%   4.634594s
TT-UCT Agent   1609MiB     1612MiB     13.5%   3s      
UCT Agent      2205MiB     2205MiB     13.5%   2.922737s
TT-UCT Agent   163MiB      163MiB      13.5%   0s      
UCT Agent      206MiB      206MiB      13.5%   0.285326s
TT-UCT Agent   35MiB       35MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.048184s
TT-UCT Agent   3MiB        3MiB        13.5%   0s      
TT-UCT Agent   1800MiB     1802MiB     13.5%   4s      
UCT Agent      2678MiB     2679MiB     13.5%   3.936016s
TT-UCT Agent   682MiB      685MiB      13.5%   1s      
UCT Agent      664MiB      664MiB      13.5%   0.696354s
TT-UCT Agent   95MiB       96MiB       13.5%   0s      
UCT Agent      52MiB       52MiB       13.5%   0.102861s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.043803s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3063MiB     3065MiB     13.5%   4.510369s
TT-UCT Agent   1575MiB     1578MiB     13.5%   3s      
UCT Agent      2201MiB     2202MiB     13.5%   2.913676s
TT-UCT Agent   159MiB      160MiB      13.5%   0s      
UCT Agent      206MiB      207MiB      13.5%   0.286558s
TT-UCT Agent   35MiB       36MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.047917s
TT-UCT Agent   3MiB        3MiB        13.5%   0s      
TT-UCT Agent   1771MiB     1773MiB     13.5%   4s      
UCT Agent      2679MiB     2680MiB     13.5%   4.192249s
TT-UCT Agent   604MiB      606MiB      13.5%   1s      
UCT Agent      715MiB      715MiB      13.5%   0.674824s
TT-UCT Agent   89MiB       90MiB       13.5%   0s      
UCT Agent      53MiB       53MiB       13.5%   0.085014s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3065MiB     3066MiB     13.5%   4.46334s
TT-UCT Agent   1497MiB     1498MiB     13.5%   3s      
UCT Agent      2207MiB     2208MiB     13.5%   3.083725s
TT-UCT Agent   186MiB      187MiB      13.5%   0s      
UCT Agent      203MiB      203MiB      13.5%   0.287382s
TT-UCT Agent   32MiB       33MiB       13.5%   0s      
UCT Agent      12MiB       13MiB       13.5%   0.077245s
TT-UCT Agent   4MiB        4MiB        13.5%   0s      
UCT Agent      1MiB        1MiB        13.5%   0.034585s
TT-UCT Agent   1778MiB     1780MiB     13.5%   4s      
UCT Agent      2677MiB     2679MiB     13.5%   4.063597s
TT-UCT Agent   584MiB      587MiB      13.5%   1s      
UCT Agent      1176MiB     1177MiB     13.5%   1.70635s
TT-UCT Agent   105MiB      107MiB      13.5%   0s      
UCT Agent      51MiB       52MiB       13.5%   0.160427s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.051654s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3059MiB     3060MiB     13.5%   4.463269s
TT-UCT Agent   1570MiB     1571MiB     13.5%   3s      
UCT Agent      2199MiB     2199MiB     13.5%   2.592599s
TT-UCT Agent   156MiB      157MiB      13.5%   0s      
UCT Agent      200MiB      201MiB      13.5%   0.314219s
TT-UCT Agent   37MiB       38MiB       13.5%   0s      
UCT Agent      13MiB       13MiB       13.5%   0.05735s
TT-UCT Agent   3MiB        3MiB        13.5%   0s      
TT-UCT Agent   1820MiB     1821MiB     13.5%   4s      
UCT Agent      2678MiB     2679MiB     13.5%   3.9502s 
TT-UCT Agent   667MiB      670MiB      13.5%   1s      
UCT Agent      657MiB      657MiB      13.5%   0.704923s
TT-UCT Agent   104MiB      104MiB      13.5%   0s      
UCT Agent      53MiB       53MiB       13.5%   0.103231s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.044688s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3065MiB     3066MiB     13.5%   4.600108s
TT-UCT Agent   1593MiB     1595MiB     13.5%   3s      
UCT Agent      2197MiB     2197MiB     13.5%   2.763913s
TT-UCT Agent   194MiB      196MiB      13.5%   0s      
UCT Agent      266MiB      267MiB      13.5%   0.349449s
TT-UCT Agent   32MiB       33MiB       13.5%   0s      
UCT Agent      10MiB       10MiB       13.5%   0.063789s
TT-UCT Agent   1786MiB     1788MiB     13.5%   4s      
UCT Agent      2680MiB     2681MiB     13.5%   4.140143s
TT-UCT Agent   547MiB      550MiB      13.5%   0s      
UCT Agent      728MiB      729MiB      13.5%   0.732405s
TT-UCT Agent   87MiB       88MiB       13.5%   0s      
UCT Agent      52MiB       52MiB       13.5%   0.099952s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.044679s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3058MiB     3059MiB     13.5%   4.430141s
TT-UCT Agent   1544MiB     1547MiB     13.5%   3s      
UCT Agent      2199MiB     2199MiB     13.5%   2.655743s
TT-UCT Agent   197MiB      200MiB      13.5%   0s      
UCT Agent      184MiB      184MiB      13.5%   0.261359s
TT-UCT Agent   36MiB       37MiB       13.5%   0s      
UCT Agent      12MiB       12MiB       13.5%   0.070255s
TT-UCT Agent   4MiB        4MiB        13.5%   0s      
UCT Agent      1MiB        1MiB        13.5%   0.034478s
TT-UCT Agent   1768MiB     1770MiB     13.5%   4s      
UCT Agent      2677MiB     2678MiB     13.5%   4.04294s
TT-UCT Agent   698MiB      701MiB      13.5%   1s      
UCT Agent      1198MiB     1198MiB     13.5%   1.650797s
TT-UCT Agent   104MiB      107MiB      13.5%   0s      
UCT Agent      52MiB       52MiB       13.5%   0.161764s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.050787s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3058MiB     3060MiB     13.5%   4.440746s
TT-UCT Agent   1500MiB     1503MiB     13.5%   3s      
UCT Agent      2199MiB     2200MiB     13.5%   2.760878s
TT-UCT Agent   189MiB      190MiB      13.5%   0s      
UCT Agent      180MiB      180MiB      13.5%   0.229097s
TT-UCT Agent   36MiB       37MiB       13.5%   0s      
UCT Agent      12MiB       12MiB       13.5%   0.049283s
TT-UCT Agent   1774MiB     1777MiB     13.5%   4s      
UCT Agent      2676MiB     2677MiB     13.5%   3.928907s
TT-UCT Agent   618MiB      621MiB      13.5%   1s      
UCT Agent      564MiB      564MiB      13.5%   0.524683s
TT-UCT Agent   89MiB       90MiB       13.5%   0s      
UCT Agent      52MiB       53MiB       13.5%   0.103705s
TT-UCT Agent   13MiB       14MiB       13.5%   0s      
UCT Agent      3MiB        3MiB        13.5%   0.043818s
TT-UCT Agent   1MiB        1MiB        13.5%   0s      
UCT Agent      3065MiB     3066MiB     15.1%   4.750828s
TT-UCT Agent   1576MiB     1580MiB     15.1%   3s      
UCT Agent      2201MiB     2201MiB     15.1%   2.898203s
TT-UCT Agent   151MiB      152MiB      15.1%   0s      
UCT Agent      207MiB      207MiB      15.1%   0.285247s
TT-UCT Agent   32MiB       33MiB       15.1%   0s      
UCT Agent      12MiB       13MiB       15.1%   0.072226s
TT-UCT Agent   4MiB        4MiB        15.1%   0s      
UCT Agent      1MiB        1MiB        15.1%   0.034652s
TT-UCT Agent   1787MiB     1788MiB     14.7%   4s      
UCT Agent      2677MiB     2678MiB     14.7%   3.93347s
TT-UCT Agent   534MiB      537MiB      14.7%   0s      
UCT Agent      723MiB      723MiB      14.7%   0.739479s
TT-UCT Agent   90MiB       91MiB       14.7%   0s      
UCT Agent      52MiB       52MiB       14.7%   0.10017s
TT-UCT Agent   13MiB       13MiB       14.7%   0s      
UCT Agent      3MiB        3MiB        14.7%   0.04419s
TT-UCT Agent   1MiB        1MiB        14.7%   0s      
UCT Agent      3059MiB     3060MiB     14.5%   4.427998s
TT-UCT Agent   1629MiB     1630MiB     14.5%   3s      
UCT Agent      2196MiB     2197MiB     14.5%   2.691525s
TT-UCT Agent   182MiB      183MiB      14.5%   0s      
UCT Agent      178MiB      179MiB      14.5%   0.22589s
TT-UCT Agent   33MiB       34MiB       14.5%   0s      
UCT Agent      12MiB       12MiB       14.5%   0.060802s
TT-UCT Agent   4MiB        4MiB        14.5%   0s      
UCT Agent      1MiB        1MiB        14.5%   0.021948s
TT-UCT Agent   1775MiB     1777MiB     14.5%   4s      
UCT Agent      2680MiB     2681MiB     14.5%   3.893131s
TT-UCT Agent   483MiB      486MiB      14.5%   0s      
UCT Agent      558MiB      558MiB      14.5%   0.549651s
TT-UCT Agent   89MiB       89MiB       14.5%   0s      
UCT Agent      52MiB       53MiB       14.5%   0.121987s
TT-UCT Agent   13MiB       14MiB       14.5%   0s      
UCT Agent      3MiB        3MiB        14.5%   0.045337s
TT-UCT Agent   1MiB        1MiB        14.5%   0s      
UCT Agent      3058MiB     3060MiB     14.5%   4.441908s
TT-UCT Agent   1478MiB     1482MiB     14.5%   3s      
UCT Agent      2202MiB     2203MiB     14.5%   2.766289s
TT-UCT Agent   159MiB      162MiB      14.5%   0s      
UCT Agent      182MiB      183MiB      14.5%   0.271433s
TT-UCT Agent   37MiB       38MiB       14.5%   0s      
UCT Agent      12MiB       12MiB       14.5%   0.065364s
TT-UCT Agent   4MiB        4MiB        14.5%   0s      
UCT Agent      0MiB        0MiB        14.5%   0.034961s
TT-UCT Agent   1771MiB     1773MiB     14.5%   4s      
UCT Agent      2677MiB     2678MiB     14.5%   3.923786s
TT-UCT Agent   660MiB      663MiB      14.5%   1s      
UCT Agent      550MiB      550MiB      14.5%   0.552427s
TT-UCT Agent   82MiB       83MiB       14.5%   0s      
UCT Agent      52MiB       52MiB       14.5%   0.114454s
TT-UCT Agent   13MiB       14MiB       14.5%   0s      
UCT Agent      3MiB        3MiB        14.5%   0.036719s
TT-UCT Agent   1MiB        1MiB        14.5%   0s      
UCT Agent      3067MiB     3069MiB     14.5%   4.647366s
TT-UCT Agent   1661MiB     1662MiB     14.5%   3s      
UCT Agent      2197MiB     2197MiB     14.5%   2.83391s
TT-UCT Agent   198MiB      201MiB      14.5%   0s      
UCT Agent      268MiB      268MiB      14.5%   0.360039s
TT-UCT Agent   35MiB       36MiB       14.5%   0s      
UCT Agent      12MiB       12MiB       14.5%   0.066862s
TT-UCT Agent   4MiB        4MiB        14.5%   0s      
UCT Agent      1MiB        1MiB        14.5%   0.02093s
TT-UCT Agent   1784MiB     1786MiB     14.5%   4s      
UCT Agent      2674MiB     2675MiB     14.5%   3.928446s
TT-UCT Agent   577MiB      580MiB      14.5%   1s      
UCT Agent      729MiB      729MiB      14.5%   0.769826s
TT-UCT Agent   89MiB       89MiB       14.5%   0s      
UCT Agent      52MiB       52MiB       14.5%   0.134224s
TT-UCT Agent   13MiB       14MiB       14.5%   0s      
UCT Agent      3MiB        3MiB        14.5%   0.050903s
TT-UCT Agent   1MiB        1MiB        14.5%   0s      
UCT Agent      3058MiB     3060MiB     14.5%   4.447685s
TT-UCT Agent   1581MiB     1584MiB     14.5%   3s      
UCT Agent      2202MiB     2202MiB     14.5%   2.893939s
TT-UCT Agent   186MiB      187MiB      14.5%   0s      
UCT Agent      206MiB      207MiB      14.5%   0.282831s
TT-UCT Agent   34MiB       35MiB       14.5%   0s      
UCT Agent      13MiB       13MiB       14.5%   0.049742s
TT-UCT Agent   1779MiB     1781MiB     14.5%   4s      
UCT Agent      2679MiB     2681MiB     14.5%   4.129881s
TT-UCT Agent   717MiB      720MiB      14.5%   1s      
UCT Agent      1175MiB     1175MiB     14.5%   1.627427s
TT-UCT Agent   104MiB      107MiB      14.5%   0s      
UCT Agent      51MiB       52MiB       14.5%   0.1581s 
TT-UCT Agent   13MiB       14MiB       14.5%   0s      
UCT Agent      3MiB        3MiB        14.5%   0.044222s
TT-UCT Agent   1MiB        1MiB        14.5%   0s      
UCT Agent      3065MiB     3066MiB     14.5%   4.459535s
TT-UCT Agent   1501MiB     1504MiB     14.5%   3s      
UCT Agent      2198MiB     2198MiB     14.5%   2.821927s
TT-UCT Agent   160MiB      163MiB      14.5%   0s      
UCT Agent      184MiB      184MiB      14.5%   0.247558s
TT-UCT Agent   29MiB       30MiB       14.5%   0s      
UCT Agent      10MiB       10MiB       14.5%   0.076994s
TT-UCT Agent   3MiB        4MiB        14.5%   0s      
UCT Agent      1MiB        1MiB        14.5%   0.03413s
TT-UCT Agent   1768MiB     1770MiB     14.5%   4s      
UCT Agent      2677MiB     2678MiB     14.5%   3.928634s
TT-UCT Agent   540MiB      543MiB      14.5%   1s      
UCT Agent      717MiB      717MiB      14.5%   0.749864s
TT-UCT Agent   99MiB       99MiB       14.5%   0s      
UCT Agent      53MiB       53MiB       14.5%   0.089417s
TT-UCT Agent   13MiB       14MiB       14.5%   0s      
UCT Agent      3065MiB     3066MiB     14.5%   4.488199s
TT-UCT Agent   1621MiB     1623MiB     14.5%   3s      
UCT Agent      2201MiB     2201MiB     14.5%   2.823049s
TT-UCT Agent   203MiB      205MiB      14.5%   0s      
UCT Agent      269MiB      269MiB      14.5%   0.350121s
TT-UCT Agent   35MiB       36MiB       14.5%   0s      
UCT Agent      13MiB       13MiB       14.5%   0.062172s
TT-UCT Agent   4MiB        4MiB        14.5%   0s      
UCT Agent      1MiB        1MiB        14.5%   0.035256s
TT-UCT Agent   1823MiB     1824MiB     14.5%   4s      
UCT Agent      2677MiB     2679MiB     14.5%   3.957388s
TT-UCT Agent   534MiB      537MiB      14.5%   1s      
UCT Agent      654MiB      654MiB      14.5%   0.70569s
TT-UCT Agent   106MiB      109MiB      14.5%   0s      
UCT Agent      51MiB       51MiB       14.5%   0.101894s
TT-UCT Agent   13MiB       14MiB       14.5%   0s      
UCT Agent      2MiB        2MiB        14.5%   0.04514s
TT-UCT Agent   0MiB        0MiB        14.5%   0s      
UCT Agent      3070MiB     3071MiB     14.5%   4.568763s
TT-UCT Agent   1636MiB     1639MiB     14.5%   3s      
UCT Agent      2192MiB     2192MiB     14.5%   2.62436s
TT-UCT Agent   193MiB      195MiB      14.5%   0s      
UCT Agent      185MiB      185MiB      14.5%   0.250755s
TT-UCT Agent   32MiB       33MiB       14.5%   0s      
UCT Agent      12MiB       13MiB       14.5%   0.077138s
TT-UCT Agent   4MiB        4MiB        14.5%   0s      
UCT Agent      1MiB        1MiB        14.5%   0.035156s
TT-UCT Agent   1772MiB     1776MiB     14.5%   4s      
UCT Agent      2676MiB     2677MiB     14.5%   4.120195s
TT-UCT Agent   486MiB      489MiB      14.5%   0s      
UCT Agent      550MiB      550MiB      14.5%   0.563874s
TT-UCT Agent   82MiB       83MiB       14.5%   0s      
UCT Agent      51MiB       51MiB       14.5%   0.100554s
TT-UCT Agent   13MiB       13MiB       14.5%   0s      
UCT Agent      3MiB        3MiB        14.5%   0.043562s
TT-UCT Agent   1MiB        1MiB        14.5%   0s      
{'Draws': 41, 'UCT Agent victories': 18, 'TT-UCT Agent victories': 41}
